#Format: JPTC-SPECTRUM/1
#Tool: jptc-collect 0.1.4
#Decoder: LibRaw 0.22.2-Release
#Generated: 2026-08-20T17:07:05.477Z
#
# Every value below is as measured. No correction of any kind has been
# applied: not Sheppard, not the /sqrt(2) on a difference, nothing that can
# be recomputed from these numbers. The one irreversible step is the sigma
# clip, whose inputs are all recorded here.
#
#Camera: Leica M11 Monochrom
#ImageWidth: 9528
#ImageHeight: 6328
#ImagePixels: 60293184
#Firmware: 2.6.1
#Lens: none-bodycap
#ShutterType: 机械快门
#Compression: 喵
#LongExposureNR: off (declared)
#Stabilisation: off (declared)
#
#AdcStep: 1
#LinearisationCurve: identity
#CfaPattern: GMCY
#CfaOrder: C00,C01,C10,C11 by position in the 2x2 cell, not by colour name
#RawSize: 9536x6336
#CropMosaic: 5900x3900
#PlanePerChannel: 2950x1950
#
#ClipSigma: 3.5
#ClipVarianceFactor: 0.9938883771107201
# StdDiff columns are the standard deviation of A-B itself. Not halved, not
# divided by sqrt(2). StdDiffClipped is the same after the sigma clip; the
# unclipped value is kept beside it so the clip can be judged.
#Axis: horizontal
#TransformLength: 2950
#Window: hann
#Normalisation: |Y(k)|^2 / (N * sum(w^2)), averaged over lines
#OneSided: bins 1..N/2-1 are NOT doubled. To integrate a column back to a
#  variance, double every bin except DC and, for even N, Nyquist. Adding a
#  column up as it stands lands exactly a factor of two low, and nothing in
#  a plot of it would look wrong.
#Verification: with a rectangular window that doubled sum equals the
#  within-line variance exactly -- an identity that holds for any data, and
#  the check a normalisation slip cannot hide from. Under the Hann window
#  used here it comes out a few percent short, because the lines are not
#  stationary. The reference itself is the WithinRowVar / WithinColVar
#  columns of the scalar table: NOT StdA^2, which is the whole plane and so
#  also carries the line-to-line spread a periodogram cannot see.
#FreqUnit: cycles per channel-plane pixel (bin k -> k/2950); x2 for sensor pixels
#DiffPowerFactor: 2   (the difference spectrum is NOT halved here)
#LinesAveraged: 1950
#SignificantDigits: 6
#Note: single minus half the difference gives the fixed-pattern spectrum.
bin,freq,iso125_C00_single,iso125_C00_diff,iso125_C01_single,iso125_C01_diff,iso125_C10_single,iso125_C10_diff,iso125_C11_single,iso125_C11_diff,iso200_C00_single,iso200_C00_diff,iso200_C01_single,iso200_C01_diff,iso200_C10_single,iso200_C10_diff,iso200_C11_single,iso200_C11_diff,iso400_C00_single,iso400_C00_diff,iso400_C01_single,iso400_C01_diff,iso400_C10_single,iso400_C10_diff,iso400_C11_single,iso400_C11_diff,iso800_C00_single,iso800_C00_diff,iso800_C01_single,iso800_C01_diff,iso800_C10_single,iso800_C10_diff,iso800_C11_single,iso800_C11_diff,iso1600_C00_single,iso1600_C00_diff,iso1600_C01_single,iso1600_C01_diff,iso1600_C10_single,iso1600_C10_diff,iso1600_C11_single,iso1600_C11_diff,iso3200_C00_single,iso3200_C00_diff,iso3200_C01_single,iso3200_C01_diff,iso3200_C10_single,iso3200_C10_diff,iso3200_C11_single,iso3200_C11_diff,iso6400_C00_single,iso6400_C00_diff,iso6400_C01_single,iso6400_C01_diff,iso6400_C10_single,iso6400_C10_diff,iso6400_C11_single,iso6400_C11_diff,iso12500_C00_single,iso12500_C00_diff,iso12500_C01_single,iso12500_C01_diff,iso12500_C10_single,iso12500_C10_diff,iso12500_C11_single,iso12500_C11_diff,iso25000_C00_single,iso25000_C00_diff,iso25000_C01_single,iso25000_C01_diff,iso25000_C10_single,iso25000_C10_diff,iso25000_C11_single,iso25000_C11_diff
1110,0.376271,0.000661944,0.00134500,0.000697045,0.00139184,0.000699705,0.00139692,0.000706010,0.00142881,0.00141776,0.00276786,0.00145120,0.00286119,0.00143582,0.00280845,0.00143738,0.00282756,0.00113193,0.00220854,0.00112222,0.00221502,0.00111017,0.00222906,0.00111895,0.00220234,0.00378296,0.00717154,0.00356169,0.00703182,0.00390858,0.00761034,0.00384640,0.00762450,0.0127332,0.0246569,0.0132376,0.0251038,0.0133884,0.0258017,0.0138413,0.0267126,0.0465725,0.0925528,0.0434678,0.0862290,0.0490446,0.0909395,0.0462541,0.0900873,0.142082,0.281669,0.131922,0.257775,0.135843,0.271345,0.141312,0.264659,0.428434,0.814573,0.389584,0.753926,0.403411,0.763425,0.451444,0.860679,1.62027,3.12148,1.51983,2.87017,1.45780,2.96568,1.68910,3.25857
1111,0.376610,0.000633245,0.00131397,0.000674855,0.00136645,0.000695044,0.00137651,0.000703394,0.00140141,0.00138535,0.00272245,0.00144163,0.00284627,0.00147363,0.00288887,0.00143520,0.00287580,0.00112936,0.00219730,0.00112193,0.00217686,0.00110732,0.00216240,0.00114135,0.00224603,0.00368385,0.00735655,0.00367307,0.00725326,0.00382273,0.00748181,0.00404387,0.00794519,0.0126396,0.0256321,0.0129932,0.0248705,0.0129584,0.0250176,0.0143968,0.0274533,0.0467316,0.0907392,0.0430679,0.0813371,0.0451039,0.0867008,0.0451361,0.0890402,0.142559,0.273461,0.135706,0.263838,0.135194,0.262336,0.143808,0.271306,0.437536,0.836613,0.385022,0.739142,0.397156,0.771551,0.448938,0.863377,1.66272,3.12282,1.50241,2.91328,1.43570,2.88646,1.71315,3.29418
1112,0.376949,0.000657196,0.00132039,0.000680460,0.00138591,0.000660747,0.00134025,0.000699238,0.00132877,0.00142123,0.00277873,0.00143438,0.00286896,0.00145677,0.00279070,0.00144004,0.00282070,0.00108259,0.00219573,0.00112424,0.00220227,0.00115412,0.00219860,0.00120983,0.00220946,0.00381461,0.00747960,0.00379113,0.00719399,0.00374374,0.00757607,0.00405341,0.00768669,0.0131890,0.0264583,0.0126600,0.0247451,0.0129967,0.0255725,0.0141624,0.0272282,0.0474579,0.0892969,0.0428960,0.0832752,0.0453948,0.0893970,0.0463062,0.0910200,0.135222,0.263472,0.124524,0.252864,0.139690,0.267158,0.145443,0.280224,0.433426,0.842012,0.385756,0.742179,0.416996,0.789819,0.438349,0.878581,1.61632,3.11688,1.48282,2.95188,1.50471,2.94371,1.68515,3.16774
1113,0.377288,0.000674985,0.00134257,0.000666061,0.00139084,0.000660351,0.00134594,0.000710374,0.00135641,0.00139835,0.00276880,0.00145794,0.00283593,0.00144877,0.00281487,0.00142268,0.00287558,0.00108910,0.00218129,0.00107227,0.00211963,0.00115468,0.00220591,0.00121985,0.00226558,0.00383009,0.00721160,0.00379104,0.00723502,0.00382694,0.00774695,0.00386327,0.00723335,0.0131046,0.0266672,0.0125828,0.0250475,0.0134690,0.0264473,0.0143547,0.0268802,0.0471923,0.0895767,0.0439916,0.0882020,0.0454060,0.0898188,0.0464521,0.0899971,0.135094,0.261603,0.121561,0.244034,0.135564,0.265476,0.140285,0.276766,0.435201,0.834938,0.382571,0.753950,0.410153,0.778868,0.445488,0.871913,1.67348,3.21296,1.50014,2.86786,1.53086,2.93640,1.70286,3.22977
1114,0.377627,0.000655233,0.00130175,0.000662034,0.00134264,0.000693137,0.00139176,0.000674775,0.00132489,0.00142704,0.00277134,0.00141605,0.00285582,0.00141889,0.00286212,0.00140498,0.00289579,0.00111816,0.00220743,0.00104806,0.00198299,0.00110511,0.00216904,0.00113633,0.00225636,0.00372904,0.00736280,0.00375002,0.00722668,0.00394157,0.00789012,0.00378920,0.00723048,0.0130804,0.0264528,0.0128429,0.0252986,0.0141159,0.0261572,0.0143108,0.0269642,0.0453367,0.0878436,0.0439815,0.0870075,0.0457674,0.0894080,0.0464923,0.0926462,0.135864,0.270072,0.127525,0.253350,0.137112,0.260149,0.140588,0.273244,0.430881,0.852931,0.371241,0.722027,0.416608,0.795488,0.439121,0.854999,1.65191,3.20122,1.48188,2.83757,1.47873,2.93679,1.71475,3.30236
1115,0.377966,0.000633651,0.00133380,0.000662676,0.00133718,0.000709323,0.00139505,0.000679078,0.00133060,0.00141946,0.00280138,0.00135514,0.00281679,0.00145727,0.00280727,0.00147151,0.00298192,0.00112174,0.00216893,0.00109096,0.00209049,0.00109719,0.00211872,0.00111143,0.00220368,0.00383185,0.00738224,0.00370280,0.00710472,0.00378683,0.00750610,0.00384613,0.00756449,0.0131676,0.0256560,0.0132406,0.0254166,0.0137693,0.0263272,0.0145006,0.0268008,0.0456489,0.0882907,0.0441697,0.0860820,0.0459571,0.0890183,0.0478367,0.0949258,0.135201,0.259805,0.131485,0.256210,0.135689,0.258896,0.143623,0.281233,0.432017,0.868956,0.380602,0.745046,0.416258,0.777963,0.429590,0.829483,1.63305,3.17953,1.43844,2.81512,1.53233,2.97708,1.69615,3.32238
1116,0.378305,0.000653181,0.00132938,0.000679960,0.00133621,0.000714044,0.00139706,0.000687720,0.00137144,0.00142626,0.00281587,0.00139931,0.00277951,0.00144199,0.00276881,0.00145980,0.00288850,0.00109794,0.00212324,0.00113274,0.00216246,0.00110550,0.00215511,0.00111310,0.00215894,0.00373001,0.00719731,0.00374196,0.00719999,0.00373448,0.00743861,0.00378675,0.00764615,0.0128076,0.0255590,0.0133365,0.0260560,0.0132772,0.0254339,0.0140077,0.0265468,0.0446199,0.0890403,0.0445742,0.0846358,0.0451778,0.0877562,0.0476658,0.0944603,0.136574,0.269379,0.126447,0.243177,0.133473,0.258496,0.142664,0.285387,0.425199,0.844356,0.395870,0.746783,0.414707,0.796292,0.444225,0.833610,1.55394,3.13969,1.40116,2.82463,1.53559,2.92593,1.68930,3.22425
1117,0.378644,0.000678347,0.00133305,0.000683954,0.00133153,0.000710734,0.00134684,0.000699043,0.00139948,0.00143562,0.00281602,0.00140681,0.00291397,0.00142402,0.00277324,0.00138200,0.00283197,0.00110395,0.00216253,0.00111514,0.00214762,0.00109278,0.00210597,0.00115079,0.00216589,0.00362624,0.00717750,0.00377796,0.00709661,0.00388742,0.00741325,0.00394241,0.00770804,0.0128564,0.0251784,0.0132115,0.0254689,0.0129982,0.0257030,0.0140748,0.0269267,0.0444858,0.0885162,0.0454942,0.0846209,0.0451638,0.0873196,0.0478051,0.0901491,0.139638,0.269242,0.122411,0.233278,0.138728,0.259160,0.148915,0.281103,0.421670,0.840668,0.381503,0.734319,0.401957,0.771595,0.462143,0.889221,1.56558,3.16736,1.43785,2.74385,1.57194,2.83999,1.74122,3.22094
1118,0.378983,0.000689577,0.00135660,0.000699708,0.00136669,0.000711528,0.00134610,0.000677645,0.00135055,0.00138226,0.00275651,0.00139869,0.00288430,0.00144850,0.00279251,0.00138343,0.00286344,0.00113058,0.00220765,0.00113758,0.00213790,0.00109609,0.00212560,0.00113080,0.00217671,0.00372148,0.00749385,0.00369445,0.00714684,0.00383545,0.00751682,0.00396744,0.00778376,0.0128352,0.0256254,0.0132478,0.0257976,0.0133468,0.0262657,0.0142580,0.0275215,0.0454598,0.0898277,0.0451701,0.0857999,0.0443803,0.0879876,0.0469161,0.0915286,0.140721,0.267461,0.126360,0.248262,0.138920,0.271995,0.147361,0.275324,0.425213,0.867119,0.379614,0.753369,0.398496,0.762881,0.466578,0.900537,1.61933,3.18864,1.48073,2.79159,1.47060,2.76295,1.67165,3.26177
1119,0.379322,0.000677972,0.00135075,0.000691664,0.00131261,0.000704032,0.00137674,0.000689299,0.00134495,0.00140267,0.00281577,0.00146450,0.00287828,0.00143624,0.00284083,0.00145352,0.00289601,0.00111685,0.00220564,0.00114071,0.00217632,0.00110522,0.00216360,0.00116002,0.00223539,0.00379022,0.00759287,0.00375545,0.00720343,0.00380658,0.00768879,0.00383978,0.00743968,0.0128881,0.0260513,0.0133044,0.0255850,0.0137182,0.0259021,0.0140178,0.0284546,0.0452670,0.0879107,0.0433726,0.0832678,0.0443896,0.0903259,0.0468852,0.0926545,0.140794,0.269602,0.129085,0.257107,0.139384,0.269002,0.142230,0.273231,0.431007,0.875023,0.391293,0.759184,0.404450,0.771837,0.456531,0.874047,1.63512,3.11365,1.50364,2.85085,1.47875,2.80246,1.60052,3.23195
1120,0.379661,0.000663309,0.00136333,0.000684665,0.00134144,0.000699985,0.00135419,0.000706360,0.00135408,0.00136268,0.00288134,0.00145055,0.00285954,0.00144653,0.00289524,0.00149543,0.00286760,0.00107339,0.00219382,0.00111596,0.00215466,0.00108690,0.00207356,0.00112282,0.00222281,0.00369303,0.00731619,0.00367381,0.00729970,0.00381266,0.00759476,0.00385062,0.00749422,0.0132819,0.0262630,0.0133668,0.0255825,0.0139482,0.0266645,0.0141327,0.0280798,0.0457811,0.0895584,0.0442153,0.0865148,0.0457751,0.0883477,0.0470649,0.0895348,0.133851,0.261410,0.126940,0.249706,0.135606,0.258630,0.141411,0.270137,0.421164,0.842733,0.399540,0.755045,0.407448,0.769780,0.447669,0.858281,1.59107,2.94070,1.47695,2.83124,1.55270,2.92531,1.70334,3.27441
1121,0.380000,0.000686452,0.00134925,0.000672870,0.00138519,0.000697413,0.00133602,0.000700386,0.00135288,0.00138346,0.00285008,0.00142707,0.00277187,0.00145785,0.00294538,0.00145762,0.00294179,0.00105936,0.00215643,0.00108910,0.00211613,0.00110405,0.00217999,0.00111548,0.00218226,0.00360481,0.00722890,0.00373845,0.00734601,0.00388554,0.00785179,0.00391800,0.00755316,0.0132895,0.0258060,0.0131387,0.0257119,0.0136500,0.0265847,0.0139546,0.0270257,0.0451783,0.0911018,0.0437397,0.0882140,0.0446293,0.0881885,0.0464957,0.0899598,0.136977,0.268307,0.130019,0.248187,0.130533,0.255274,0.145840,0.269316,0.438431,0.854473,0.403331,0.764560,0.412540,0.775480,0.437372,0.850314,1.59990,3.07829,1.46505,2.81147,1.52540,2.90004,1.75412,3.25644
1122,0.380339,0.000680522,0.00133907,0.000691669,0.00135907,0.000696947,0.00141177,0.000703220,0.00139644,0.00143520,0.00290635,0.00139558,0.00275983,0.00145234,0.00280671,0.00145342,0.00298998,0.00108114,0.00211858,0.00108358,0.00218208,0.00113321,0.00222085,0.00114662,0.00223350,0.00374210,0.00760609,0.00360882,0.00721264,0.00385177,0.00770263,0.00397541,0.00764116,0.0133893,0.0255190,0.0130091,0.0256852,0.0135910,0.0267410,0.0141385,0.0275683,0.0447392,0.0890104,0.0441005,0.0880314,0.0466519,0.0903932,0.0471192,0.0918329,0.137361,0.270426,0.135434,0.259173,0.135048,0.265596,0.142910,0.281058,0.425313,0.830519,0.400476,0.764850,0.415959,0.773180,0.444081,0.856685,1.59191,3.12393,1.45896,2.86789,1.50504,2.88820,1.69061,3.10176
1123,0.380678,0.000681017,0.00136454,0.000704229,0.00139382,0.000666063,0.00132855,0.000695414,0.00138254,0.00150171,0.00291621,0.00142847,0.00282591,0.00145698,0.00269442,0.00145963,0.00288740,0.00107562,0.00207603,0.00107248,0.00216352,0.00113373,0.00217036,0.00115235,0.00232519,0.00377796,0.00769997,0.00361083,0.00734983,0.00380685,0.00738820,0.00407498,0.00786796,0.0133544,0.0261747,0.0131387,0.0254330,0.0138434,0.0271370,0.0136897,0.0269724,0.0444296,0.0880611,0.0435377,0.0857983,0.0475130,0.0908799,0.0486664,0.0942498,0.137625,0.269712,0.132127,0.266763,0.134045,0.265223,0.137593,0.280148,0.408538,0.811303,0.391344,0.742886,0.432960,0.788137,0.443074,0.869469,1.64375,3.13385,1.42423,2.86833,1.49693,2.97355,1.68410,3.20167
1124,0.381017,0.000638455,0.00132994,0.000669835,0.00139207,0.000647479,0.00127244,0.000706077,0.00142005,0.00147161,0.00290014,0.00147483,0.00283877,0.00147441,0.00286118,0.00144994,0.00290919,0.00108871,0.00206371,0.00106635,0.00212799,0.00115528,0.00219073,0.00113326,0.00227745,0.00374694,0.00737211,0.00367128,0.00721062,0.00385722,0.00737507,0.00394020,0.00759116,0.0132711,0.0259951,0.0129619,0.0250976,0.0136543,0.0273391,0.0134094,0.0254898,0.0428811,0.0860825,0.0453188,0.0846815,0.0459709,0.0869866,0.0454195,0.0904850,0.137783,0.268545,0.133819,0.263247,0.130578,0.254765,0.138944,0.279908,0.413685,0.781806,0.384404,0.755342,0.422750,0.779885,0.428660,0.838414,1.54851,3.10464,1.45012,2.82743,1.53975,2.98198,1.64896,3.21759
1125,0.381356,0.000682944,0.00136187,0.000683655,0.00139469,0.000653028,0.00126829,0.000708988,0.00143335,0.00139738,0.00277505,0.00138599,0.00274540,0.00143055,0.00281249,0.00142002,0.00292539,0.00107359,0.00209893,0.00106405,0.00205491,0.00113155,0.00220487,0.00110287,0.00214596,0.00382420,0.00741485,0.00374194,0.00713260,0.00384422,0.00745948,0.00395739,0.00742603,0.0133983,0.0259409,0.0130720,0.0255547,0.0135329,0.0269421,0.0133732,0.0259677,0.0447287,0.0890105,0.0457150,0.0843309,0.0465867,0.0897514,0.0451648,0.0903247,0.137469,0.272129,0.135857,0.260026,0.136602,0.265531,0.137516,0.274359,0.425081,0.796138,0.386273,0.730531,0.412194,0.781961,0.442048,0.868689,1.56697,3.21979,1.46615,2.87242,1.53963,2.84684,1.63849,3.24166
1126,0.381695,0.000701006,0.00137300,0.000672619,0.00138106,0.000684287,0.00134663,0.000659649,0.00136185,0.00136873,0.00277918,0.00140800,0.00275082,0.00143705,0.00289131,0.00147271,0.00289617,0.00105322,0.00218016,0.00103712,0.00201857,0.00113217,0.00215974,0.00114334,0.00214824,0.00381482,0.00728434,0.00360834,0.00708611,0.00380439,0.00732177,0.00393614,0.00778244,0.0132986,0.0261581,0.0128927,0.0262246,0.0138559,0.0276961,0.0138436,0.0268136,0.0448583,0.0887066,0.0440144,0.0862700,0.0451362,0.0879302,0.0468343,0.0925442,0.133140,0.258858,0.130497,0.258595,0.134217,0.263796,0.143316,0.273082,0.427000,0.813045,0.398054,0.745641,0.415301,0.770596,0.446086,0.890880,1.62884,3.29706,1.42587,2.84566,1.53191,2.87463,1.64635,3.29016
1127,0.382034,0.000687799,0.00137329,0.000657154,0.00133140,0.000714830,0.00140391,0.000678011,0.00134499,0.00141432,0.00284610,0.00143620,0.00275142,0.00144982,0.00284442,0.00146062,0.00286306,0.00110171,0.00225054,0.00104601,0.00210177,0.00112305,0.00216950,0.00113881,0.00222770,0.00390709,0.00743081,0.00358793,0.00706054,0.00379568,0.00731828,0.00386834,0.00788069,0.0134954,0.0261201,0.0128790,0.0259816,0.0137221,0.0267780,0.0136215,0.0264372,0.0445509,0.0888300,0.0434161,0.0852590,0.0461657,0.0904783,0.0486606,0.0951866,0.130631,0.263099,0.128344,0.268392,0.134054,0.260534,0.145438,0.277697,0.436774,0.846937,0.402945,0.753081,0.416429,0.780162,0.436212,0.833758,1.58053,3.19377,1.45269,2.93207,1.56284,2.90994,1.62601,3.19593
1128,0.382373,0.000665495,0.00134062,0.000674513,0.00134317,0.000735308,0.00145252,0.000699106,0.00132198,0.00144126,0.00296504,0.00139267,0.00274653,0.00144228,0.00286701,0.00145315,0.00290273,0.00112779,0.00217639,0.00110263,0.00220102,0.00111933,0.00216838,0.00109640,0.00224290,0.00386471,0.00750264,0.00353235,0.00677878,0.00378933,0.00738949,0.00385471,0.00769390,0.0135254,0.0265470,0.0129536,0.0253770,0.0134130,0.0261827,0.0135664,0.0273833,0.0454959,0.0898505,0.0434675,0.0852201,0.0463835,0.0926730,0.0476665,0.0940748,0.131053,0.264089,0.137464,0.269407,0.136554,0.263614,0.144421,0.276174,0.429506,0.826800,0.402682,0.757769,0.411102,0.776809,0.446328,0.850594,1.63049,3.15675,1.43910,2.78821,1.58453,2.96397,1.62931,3.16754
1129,0.382712,0.000686628,0.00136640,0.000673122,0.00134581,0.000717064,0.00143072,0.000689849,0.00135916,0.00144161,0.00278327,0.00141315,0.00279712,0.00137855,0.00284812,0.00145476,0.00285061,0.00110610,0.00216470,0.00108902,0.00216641,0.00110520,0.00214331,0.00115075,0.00225033,0.00381505,0.00740618,0.00368669,0.00713818,0.00382534,0.00750398,0.00387207,0.00753465,0.0129484,0.0266386,0.0129469,0.0242671,0.0137924,0.0267476,0.0134378,0.0268088,0.0457282,0.0896359,0.0429653,0.0845142,0.0465054,0.0914313,0.0473558,0.0928539,0.130977,0.266553,0.130886,0.266818,0.135208,0.255790,0.136540,0.265423,0.429419,0.832238,0.406507,0.783369,0.407900,0.771192,0.456209,0.894746,1.69696,3.23062,1.42911,2.89393,1.53050,2.82340,1.64796,3.20831
1130,0.383051,0.000677447,0.00135335,0.000656438,0.00134011,0.000708179,0.00144180,0.000683707,0.00137331,0.00143209,0.00273332,0.00141979,0.00283325,0.00138117,0.00279976,0.00146537,0.00278855,0.00106749,0.00220364,0.00108717,0.00219076,0.00115203,0.00223770,0.00115926,0.00228458,0.00367058,0.00736808,0.00376353,0.00726101,0.00377159,0.00761745,0.00398628,0.00756273,0.0128158,0.0261168,0.0126985,0.0244980,0.0136721,0.0269782,0.0140973,0.0270804,0.0440095,0.0882548,0.0444963,0.0857579,0.0455397,0.0883483,0.0463586,0.0894249,0.131034,0.261384,0.128983,0.257210,0.136516,0.265154,0.141960,0.276091,0.427241,0.836334,0.403122,0.796774,0.401758,0.777940,0.444307,0.884231,1.66024,3.16103,1.45392,2.87247,1.49869,2.87107,1.68691,3.18228
1131,0.383390,0.000685332,0.00133381,0.000689943,0.00136136,0.000707032,0.00137982,0.000700040,0.00137665,0.00144769,0.00277311,0.00141283,0.00282708,0.00144265,0.00286970,0.00141974,0.00280996,0.00108228,0.00216868,0.00107826,0.00207920,0.00114696,0.00217213,0.00116855,0.00228399,0.00371245,0.00731203,0.00375782,0.00716729,0.00373670,0.00761640,0.00399610,0.00781671,0.0132819,0.0266493,0.0130609,0.0250115,0.0134659,0.0257275,0.0146636,0.0280789,0.0420288,0.0850604,0.0437523,0.0853271,0.0460905,0.0877553,0.0457315,0.0896186,0.131500,0.259871,0.130665,0.255470,0.136037,0.262295,0.139565,0.270843,0.438676,0.851316,0.394108,0.783584,0.395438,0.778014,0.437539,0.836717,1.65383,3.09287,1.48585,2.79587,1.48219,2.87457,1.69280,3.14690
1132,0.383729,0.000669589,0.00138568,0.000691231,0.00134441,0.000687637,0.00135055,0.000684721,0.00132175,0.00145129,0.00286866,0.00137778,0.00279272,0.00142342,0.00285379,0.00138131,0.00277794,0.00107186,0.00213763,0.00109270,0.00216562,0.00109295,0.00210092,0.00115841,0.00218709,0.00385424,0.00749668,0.00363076,0.00741748,0.00372201,0.00747615,0.00381151,0.00759397,0.0131495,0.0257997,0.0129690,0.0252217,0.0134195,0.0262215,0.0140664,0.0278083,0.0409628,0.0844217,0.0431498,0.0832241,0.0460280,0.0871667,0.0475151,0.0945436,0.133977,0.261662,0.131083,0.255486,0.138975,0.267184,0.145382,0.271928,0.432258,0.858766,0.393399,0.796429,0.404964,0.800686,0.440693,0.862636,1.69426,3.19488,1.46211,2.84592,1.44764,2.86501,1.69025,3.20771
1133,0.384068,0.000675764,0.00136388,0.000663588,0.00132920,0.000716698,0.00137350,0.000695926,0.00140591,0.00141736,0.00282972,0.00142083,0.00286464,0.00140461,0.00271672,0.00143305,0.00286546,0.00106194,0.00211054,0.00110192,0.00220343,0.00111537,0.00216512,0.00115813,0.00224724,0.00383168,0.00770586,0.00365855,0.00730759,0.00380121,0.00746821,0.00391918,0.00759227,0.0126802,0.0259144,0.0128816,0.0247445,0.0136393,0.0261740,0.0140501,0.0279498,0.0423968,0.0833712,0.0425862,0.0836647,0.0444523,0.0883207,0.0475516,0.0895024,0.134238,0.264112,0.132824,0.262747,0.136634,0.259114,0.148485,0.284630,0.442613,0.848227,0.387993,0.758803,0.405830,0.806038,0.440665,0.878213,1.67075,3.18888,1.47828,2.83173,1.44907,2.85489,1.70298,3.27684
1134,0.384407,0.000681364,0.00134669,0.000663199,0.00136325,0.000700866,0.00139056,0.000690729,0.00139371,0.00140102,0.00283897,0.00139626,0.00280898,0.00137000,0.00266097,0.00140720,0.00277801,0.00113647,0.00218268,0.00110125,0.00215114,0.00114167,0.00218807,0.00115413,0.00226242,0.00369345,0.00736477,0.00375581,0.00736997,0.00395279,0.00772893,0.00399229,0.00784304,0.0128076,0.0257754,0.0125460,0.0247073,0.0132109,0.0256184,0.0139554,0.0273095,0.0442654,0.0852724,0.0442598,0.0861482,0.0440456,0.0892520,0.0482639,0.0909231,0.132579,0.267820,0.126351,0.257051,0.138517,0.261623,0.142703,0.282225,0.434964,0.869710,0.378756,0.749443,0.402295,0.823781,0.464506,0.866572,1.63768,3.14707,1.49342,2.80799,1.51036,2.88312,1.63416,3.30573
1135,0.384746,0.000686694,0.00134983,0.000689197,0.00140135,0.000691811,0.00138028,0.000684271,0.00132369,0.00139541,0.00279397,0.00139712,0.00275740,0.00138618,0.00282478,0.00142643,0.00288399,0.00109934,0.00217622,0.00105881,0.00212019,0.00117671,0.00219182,0.00111888,0.00218297,0.00376872,0.00724867,0.00381528,0.00731617,0.00394324,0.00774371,0.00397940,0.00787421,0.0131516,0.0259343,0.0130342,0.0246379,0.0128430,0.0258377,0.0136100,0.0260200,0.0438844,0.0884320,0.0436843,0.0843091,0.0442360,0.0890818,0.0477429,0.0918780,0.130119,0.262419,0.130888,0.257880,0.141091,0.265459,0.147280,0.276343,0.418256,0.836292,0.370310,0.761207,0.407501,0.806694,0.472182,0.901632,1.60189,3.13032,1.46360,2.81956,1.52733,2.90419,1.70760,3.28138
1136,0.385085,0.000663671,0.00134382,0.000678828,0.00132992,0.000697565,0.00136845,0.000697945,0.00134658,0.00143070,0.00275590,0.00136807,0.00271339,0.00142084,0.00286500,0.00145068,0.00297568,0.00107954,0.00217586,0.00103225,0.00211927,0.00112990,0.00213234,0.00112336,0.00213833,0.00368596,0.00719483,0.00388814,0.00740476,0.00381088,0.00758832,0.00388424,0.00770652,0.0129656,0.0250161,0.0132891,0.0257280,0.0131028,0.0254927,0.0137291,0.0261628,0.0444924,0.0888714,0.0431145,0.0851255,0.0444605,0.0855561,0.0447495,0.0883168,0.136612,0.277088,0.131608,0.259033,0.141468,0.268535,0.147244,0.274707,0.436110,0.852971,0.377595,0.755061,0.409091,0.775119,0.466074,0.885638,1.57144,3.16865,1.47805,2.91210,1.45008,2.93109,1.72052,3.28827
1137,0.385424,0.000657048,0.00132203,0.000679727,0.00135279,0.000717170,0.00143112,0.000689123,0.00135196,0.00138745,0.00277565,0.00134163,0.00270583,0.00139362,0.00283079,0.00144988,0.00290324,0.00110392,0.00218407,0.000995484,0.00204090,0.00111977,0.00212482,0.00112053,0.00215323,0.00370251,0.00744363,0.00373748,0.00744151,0.00403984,0.00799725,0.00387427,0.00772743,0.0131386,0.0264410,0.0134845,0.0262144,0.0132009,0.0255282,0.0136987,0.0270058,0.0459539,0.0886868,0.0431930,0.0887189,0.0453826,0.0873737,0.0452251,0.0876425,0.134472,0.270066,0.125681,0.249939,0.138679,0.269275,0.145303,0.277371,0.437436,0.815878,0.374619,0.752611,0.409108,0.795957,0.458201,0.868634,1.64948,3.17450,1.45725,2.89035,1.48376,2.89152,1.68240,3.25859
1138,0.385763,0.000669908,0.00134667,0.000664904,0.00130882,0.000704901,0.00140798,0.000698767,0.00137900,0.00136223,0.00271686,0.00137203,0.00273266,0.00141022,0.00286247,0.00152296,0.00292277,0.00108760,0.00214623,0.00104909,0.00213893,0.00115738,0.00223850,0.00112170,0.00211443,0.00376647,0.00760255,0.00372842,0.00728255,0.00395618,0.00752490,0.00400991,0.00777291,0.0130512,0.0262662,0.0133348,0.0264260,0.0133692,0.0267071,0.0141366,0.0266720,0.0457132,0.0880347,0.0433755,0.0892982,0.0441932,0.0894579,0.0461795,0.0927162,0.132203,0.263183,0.127388,0.253289,0.137265,0.264964,0.146505,0.274732,0.425585,0.815984,0.377880,0.737960,0.413295,0.808573,0.452169,0.853281,1.63462,3.10875,1.43955,2.85123,1.53164,2.91710,1.66892,3.31978
